,full_text
5097,group :  I can make piston head thickness  10   5   and diameter  90 
5098,mine depends on crankshaft
5099,My current Settings are :  mass equals to  0   01  and factorofsafety equals to  0   14 
5100,group :  I can make piston head thickness  10   5   and diameter  90 
5101,group :  I can make piston head thickness  10   5   and diameter  90 
5102,group :  I can make piston head thickness  10   5   and diameter  90 
5103,My current Settings are :  mass equals to  0   01  and factorofsafety equals to  0   14 
5104,Agreed
5105,just because my mass probably has very little impact
5106,nothing actually
5107,group :  how much does your part currently weigh
5108,group :  how much does your part currently weigh
5109,I have the lowest mass configuration   0   55   and the highest factorofsafety   5625   setup currently  Unsure why the overall stats are poor at the moment 
5110,do u know how many rounds we get ? 
5111,I have the lowest mass configuration   0   55   and the highest factorofsafety   5625   setup currently  Unsure why the overall stats are poor at the moment 
5112,lower bore diameter ?  on it  I ll go down to  55  and see what we can get
5113,I have the lowest mass configuration   0   55   and the highest factorofsafety   5625   setup currently  Unsure why the overall stats are poor at the moment 
5114,I have the lowest mass configuration   0   55   and the highest factorofsafety   5625   setup currently  Unsure why the overall stats are poor at the moment 
5115,mass _ s  :   14   55  ;  factorofsafety _ s  :   9   04  ; 
5116,Yeah I ve taken that as low as possible without completely ruining factorofsafety  we also need to raise that
5117,what does thatdo ? 
5118, 10   7 
5119,is  60  the minimum you can go with the crankshaft
5120,mass _ s  :   14   55  ;  factorofsafety _ s  :   9   04  ; 
5121,What do your factorofsafety numbers look like ? 
5122,mass _ s  :   14   55  ;  factorofsafety _ s  :   9   04  ; 
5123,mass _ s  :   14   55  ;  factorofsafety _ s  :   9   04  ; 
5124,ya we can always change it too
5125,do you have flywheeldiameter ? 
5126,Moving bore diameter down to  55   that will let me get a bit lighter without compriising on factorofsafety as much  Rod designer is cool with it
5127,ok for me larger piston bore increases mass and factorofsafety too
5128,no I just asked piston pin guy
5129,okay so I think i need a smaller Piston Bore diameter
5130,group :  ok remember the current values you have as back up
5131,group :  ok remember the current values you have as back up
5132, 0   24 
5133,group :  ok remember the current values you have as back up
5134,group :  ok remember the current values you have as back up
5135,there are rounds ? 
5136,I believe we all have lowest masses setup now  Make sure to check for broadcasts  We ll take it from there 
5137,I believe we all have lowest masses setup now  Make sure to check for broadcasts  We ll take it from there 
5138,yes
5139,What variables do you control ? 
5140,maximize factorofsafety
5141,mass _ s  :   1   08  ;  factorofsafety _ s  :   0   83 
5142,I believe we all have lowest masses setup now  Make sure to check for broadcasts  We ll take it from there 
5143,to give the same factor of saftey and reduced weight
5144,I believe we all have lowest masses setup now  Make sure to check for broadcasts  We ll take it from there 
5145,I think the piston pin factorofsafety could be increased without costing too much mass
5146,my factorofsafety is  0   24 
5147,at the top it says round  2 
5148,Ok but what about the chart
5149, 60  mm
5150,can you get it to  60  ? 
5151,dope
5152,We need to increase factorofsafety
5153,with the different simulation numbers
5154,Idk if we have certain rounds or not
5155,ohhhi see  it goes all the way up to  80 
5156,what factors of the crank shaft ? 
5157,oh mine says  11 
5158,I think our current mass is larger than what we started
5159,Ok sounds good
5160,r 2  and r 3 
5161,My max is only  0   24  but I can increase it to  0   22  while only adding  0   01  mass
5162,i think its just the number of times youve broadcasted ? 
5163,just went up to   51  overall
5164,We have bore diameter down to  55  now  it lets us get a bit lighter
5165,How much mass ? 
5166,do you have flywheelthickness ? 
5167,group :  go to you lower most range with max factorofsafety and reasonable weight
5168,hey i think that made things better 
5169,group :  go to you lower most range with max factorofsafety and reasonable weight
5170,group :  go to you lower most range with max factorofsafety and reasonable weight
5171,what is your factor of safety ? 
5172,Yes
5173,group :  go to you lower most range with max factorofsafety and reasonable weight
5174,no idea
5175,piston guy controls it
5176,That might be worth it  Maybe tell the others you re doing that
5177,Ok
5178, 12  is the best I got
5179,group :  so factorofsafety is good now lets concentrate on slight weight redutions
5180,what factors does your sheet you depend on that come from other people ? 
5181,wait so I asked piston to lower his mass  So now my factorofsafety is lowered to  70  
5182,interesting
5183,group - what does your design depend on  and how does it change mass and factorofsafety ? 
5184,group - what does your design depend on  and how does it change mass and factorofsafety ? 
5185,we are at fair
5186,group - what does your design depend on  and how does it change mass and factorofsafety ? 
5187,maybe use a smaller bearingoffset
5188,group - what does your design depend on  and how does it change mass and factorofsafety ? 
5189,group :  so factorofsafety is good now lets concentrate on slight weight redutions
5190,What mass ranges do you have the option of ? 
5191,group :  so factorofsafety is good now lets concentrate on slight weight redutions
5192,mass is to  4 
5193,bearing offset
5194,what factors does your sheet that you depend on that come from other people ? 
5195,its as small as itll go
5196,I just updated it to that  I ll let the other people know
5197,yup just got that  asked piston to lower his mass  Just to see
5198,i brought it down
5199,if i can increase diameter and thickness in a similar ratio  both mass and factorofsafety increase
5200,i can go lower but it ss reduce factorofsafety
5201, 15886   04 
5202,do you wanna lower the mass further to see what we get or no ? 
5203,I just updated mass y settings to mass equals to  0   02  and factorofsafety equals to  0   22 
5204,group :  so factorofsafety is good now lets concentrate on slight weight reductions
5205,best I get
5206,What is your current mass ? 
5207,Ok  We need total to be less than  3   My part costs roughly  0   6  when combined with the piston-pin 
5208,that works
5209,do those have names or are they just called that  I think you might control something I mass not seeing for some reason
5210,make sure crank shaft guy knows that and try to figure out how an increase or decrease in that effect the factorofsafety and the mass
5211,increasing piston bore diameter increases my mass and factor of safety
5212,Ok  I just updated my settings to be mass equals to  0   02  and factorofsafety equals to  0   22 
5213,pistonborediameter flywheeldiameter and flywheelthickness
5214, to everyone I increased the mass of piston and the mass went down and factorofsafety went up
5215,I mass at lowest mass for  55  bore diameter  I can step down to  47   5  bore diameter and that might help
5216, to everyone I increased the mass of piston and the mass went down and factorofsafety went up
5217,I think you need to reduce the mass a bit
5218, to everyone I increased the mass of piston and the mass went down and factorofsafety went up
5219, 150 
5220, to everyone I increased the mass of piston and the mass went down and factorofsafety went up
5221,but my mass is max  1   61  kg so its very small percent
5222,what mass are you getting ? 
5223,wow that is large
5224,yup thats working 
5225,what mass are you getting ? 
5226,that s better than poor
5227,group - what design variable do you not control that your design depends on
5228,group - what design variable do you not control that your design depends on
5229,group - what design variable do you not control that your design depends on
5230,group - what design variable do you not control that your design depends on
5231,is there anything i can do ? 
5232,what mass are you using ? 
5233,Do you know who controls those factors ? 
5234, 1   8  to  4   72   I mass currently at  2   14  but can drop to  1   96  without loosing too much factorofsafety
5235,What are the weight and factorofsafety ranges for your part ?  Mine are   12  to  3   85  kg   2  to  60  for factorofsafety  Sending to everyone
5236,i have  1   27 
5237,What are the weight and factorofsafety ranges for your part ?  Mine are   12  to  3   85  kg   2  to  60  for factorofsafety  Sending to everyone
5238,So what is your bearingoffset value ? 
5239,diameter and thickness
5240,What are the weight and factorofsafety ranges for your part ?  Mine are   12  to  3   85  kg   2  to  60  for factorofsafety  Sending to everyone
5241,i have one more setting before im at my lowest
5242,oh the round number is the simulation number
